2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-06T19:11:45  INFO     [19:11:45.933] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:45  INFO     [19:11:45.938] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:46  INFO     [19:11:46.120] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:46  INFO     [19:11:46.676] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:46  INFO     [19:11:46.710] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:46  INFO     [19:11:46.856] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:47  INFO     [19:11:47.414] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:47  INFO     [19:11:47.440] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:47  INFO     [19:11:47.591] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:48  INFO     [19:11:48.154] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:48  INFO     [19:11:48.168] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:48  INFO     [19:11:48.326] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:48  INFO     [19:11:48.891] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:48  INFO     [19:11:48.896] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:49  INFO     [19:11:49.062] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:49  INFO     [19:11:49.627] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:49  INFO     [19:11:49.631] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:49  INFO     [19:11:49.798] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:50  INFO     [19:11:50.363] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:50  INFO     [19:11:50.368] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.2 min left
2026-04-06T19:11:50  INFO     [19:11:50.534] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.2 min left
2026-04-06T19:11:51  INFO     [19:11:51.092] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:51  INFO     [19:11:51.100] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:51  INFO     [19:11:51.269] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:51  INFO     [19:11:51.829] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:51  INFO     [19:11:51.834] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:52  INFO     [19:11:52.006] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:52  INFO     [19:11:52.559] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:52  INFO     [19:11:52.566] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:52  INFO     [19:11:52.742] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:53  INFO     [19:11:53.290] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:53  INFO     [19:11:53.294] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:53  INFO     [19:11:53.476] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.019] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.024] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.218] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.749] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.756] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:54  INFO     [19:11:54.952] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:55  INFO     [19:11:55.484] [KXETH15M] HOLDING NO | cur=98c entry=94c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:55  INFO     [19:11:55.488] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:55  INFO     [19:11:55.687] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:56  INFO     [19:11:56.220] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:56  INFO     [19:11:56.238] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:11:56  INFO     [19:11:56.422] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.1 min left
2026-04-06T19:11:56  INFO     [19:11:56.955] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.1 min left
2026-04-06T19:11:56  INFO     [19:11:56.971] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.1 min left
2026-04-06T19:11:57  INFO     [19:11:57.158] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.0 min left
2026-04-06T19:11:57  INFO     [19:11:57.691] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.0 min left
2026-04-06T19:11:57  INFO     [19:11:57.698] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:11:57  INFO     [19:11:57.894] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.0 min left
2026-04-06T19:11:58  INFO     [19:11:58.426] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:11:58  INFO     [19:11:58.431] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.0 min left
2026-04-06T19:11:58  INFO     [19:11:58.628] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.0 min left
2026-04-06T19:11:59  INFO     [19:11:59.158] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:11:59  INFO     [19:11:59.163] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.0 min left
2026-04-06T19:11:59  INFO     [19:11:59.362] [KXSOL15M] HOLDING NO | cur=98c entry=95c | unrealized=$+0.03 | 3.0 min left
2026-04-06T19:11:59  INFO     [19:11:59.890] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:11:59  INFO     [19:11:59.895] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.0 min left
2026-04-06T19:12:00  INFO     [19:12:00.128] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:00  INFO     [19:12:00.629] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:00  INFO     [19:12:00.632] [KXBTC15M] HOLDING NO | cur=98c entry=98c | unrealized=$+0.01 | 3.0 min left
2026-04-06T19:12:00  INFO     [19:12:00.866] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:01  INFO     [19:12:01.356] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:01  INFO     [19:12:01.390] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 3.0 min left
2026-04-06T19:12:01  INFO     [19:12:01.601] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:02  INFO     [19:12:02.091] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:02  INFO     [19:12:02.130] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 3.0 min left
2026-04-06T19:12:02  INFO     [19:12:02.336] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:02  INFO     [19:12:02.858] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 3.0 min left
2026-04-06T19:12:02  INFO     [19:12:02.890] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 3.0 min left
2026-04-06T19:12:03  INFO     [19:12:03.073] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:03  INFO     [19:12:03.593] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:03  INFO     [19:12:03.621] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:03  INFO     [19:12:03.809] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:04  INFO     [19:12:04.322] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:04  INFO     [19:12:04.348] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:04  INFO     [19:12:04.544] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:05  INFO     [19:12:05.060] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:05  INFO     [19:12:05.075] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:05  INFO     [19:12:05.279] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:05  INFO     [19:12:05.792] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:05  INFO     [19:12:05.803] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:06  INFO     [19:12:06.013] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:06  INFO     [19:12:06.528] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:06  INFO     [19:12:06.533] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:06  INFO     [19:12:06.748] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:07  INFO     [19:12:07.261] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:07  INFO     [19:12:07.266] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:07  INFO     [19:12:07.483] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:07  INFO     [19:12:07.999] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:08  INFO     [19:12:08.004] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:08  INFO     [19:12:08.218] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:08  INFO     [19:12:08.737] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.9 min left
2026-04-06T19:12:08  INFO     [19:12:08.741] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:08  INFO     [19:12:08.952] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.9 min left
2026-04-06T19:12:09  INFO     [19:12:09.466] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:09  INFO     [19:12:09.471] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:09  INFO     [19:12:09.689] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:10  INFO     [19:12:10.199] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:10  INFO     [19:12:10.207] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:10  INFO     [19:12:10.424] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:10  INFO     [19:12:10.937] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:10  INFO     [19:12:10.941] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:11  INFO     [19:12:11.159] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:11  INFO     [19:12:11.675] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:11  INFO     [19:12:11.685] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:11  INFO     [19:12:11.894] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:12  INFO     [19:12:12.412] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:12  INFO     [19:12:12.416] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:12  INFO     [19:12:12.630] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:13  INFO     [19:12:13.145] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:13  INFO     [19:12:13.150] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:13  INFO     [19:12:13.364] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:13  INFO     [19:12:13.881] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:13  INFO     [19:12:13.885] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:14  INFO     [19:12:14.099] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:14  INFO     [19:12:14.612] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:14  INFO     [19:12:14.616] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.8 min left
2026-04-06T19:12:14  INFO     [19:12:14.835] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.8 min left
2026-04-06T19:12:15  INFO     [19:12:15.353] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:15  INFO     [19:12:15.357] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:15  INFO     [19:12:15.605] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:16  INFO     [19:12:16.090] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:16  INFO     [19:12:16.120] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:16  INFO     [19:12:16.342] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:16  INFO     [19:12:16.820] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:16  INFO     [19:12:16.850] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:17  INFO     [19:12:17.081] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:17  INFO     [19:12:17.555] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:17  INFO     [19:12:17.583] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:17  INFO     [19:12:17.827] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:18  INFO     [19:12:18.286] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:18  INFO     [19:12:18.312] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:18  INFO     [19:12:18.566] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:19  INFO     [19:12:19.024] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:19  INFO     [19:12:19.039] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:19  INFO     [19:12:19.301] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:19  INFO     [19:12:19.760] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:19  INFO     [19:12:19.765] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:20  INFO     [19:12:20.039] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:20  INFO     [19:12:20.496] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:20  INFO     [19:12:20.500] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.7 min left
2026-04-06T19:12:20  INFO     [19:12:20.778] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.7 min left
2026-04-06T19:12:21  INFO     [19:12:21.235] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:21  INFO     [19:12:21.239] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:21  INFO     [19:12:21.517] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:21  INFO     [19:12:21.971] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:21  INFO     [19:12:21.976] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:22  INFO     [19:12:22.310] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:22  INFO     [19:12:22.707] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:22  INFO     [19:12:22.713] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:23  INFO     [19:12:23.049] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:23  INFO     [19:12:23.433] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:23  INFO     [19:12:23.441] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:23  INFO     [19:12:23.787] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:24  INFO     [19:12:24.159] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:24  INFO     [19:12:24.168] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:24  INFO     [19:12:24.530] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:24  INFO     [19:12:24.888] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:24  INFO     [19:12:24.894] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:25  INFO     [19:12:25.268] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:25  INFO     [19:12:25.623] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:25  INFO     [19:12:25.627] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:26  INFO     [19:12:26.009] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:26  INFO     [19:12:26.360] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.6 min left
2026-04-06T19:12:26  INFO     [19:12:26.365] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.05 | 2.6 min left
2026-04-06T19:12:26  INFO     [19:12:26.752] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.6 min left
2026-04-06T19:12:27  INFO     [19:12:27.094] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.5 min left
2026-04-06T19:12:27  INFO     [19:12:27.099] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.05 | 2.5 min left
2026-04-06T19:12:27  INFO     [19:12:27.495] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:12:27  INFO     [19:12:27.825] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.5 min left
2026-04-06T19:12:27  INFO     [19:12:27.831] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.05 | 2.5 min left
2026-04-06T19:12:28  INFO     [19:12:28.240] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:12:28  INFO     [19:12:28.562] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.05 | 2.5 min left
2026-04-06T19:12:28  INFO     [19:12:28.565] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.5 min left
2026-04-06T19:12:28  INFO     [19:12:28.980] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.5 min left
2026-04-06T19:12:29  INFO     [19:12:29.300] [KXETH15M] HOLDING NO | cur=99c entry=94c | unrealized=$+0.05 | 2.5 min left
2026-04-06T19:12:29  INFO     [19:12:29.304] [KXBTC15M] HOLDING NO | cur=99c entry=98c | unrealized=$+0.02 | 2.5 min left
2026-04-06T19:12:29  INFO     [19:12:29.723] [KXSOL15M] HOLDING NO | cur=99c entry=95c | unrealized=$+0.04 | 2.5 min left
